x_train,y_train
0.13836844520315406,0.838812430997873
0.15723686954903868,0.889313260737732
0.18868424345884643,1.4300395529412027
0.6855527512338087,1.7173093965903388
0.874236994692655,2.0325883138448
1.1824212590087708,1.8603410168244687
1.251605481610348,1.8789276567383268
1.2704739059562327,2.430015341483141
1.402552876377425,2.3278555210108944
1.4277107755052711,2.203649161908298
1.4717370989790022,2.2077075711316234
1.5346318467986175,1.3880390142441315
1.5535002711445023,1.7185441924428877
1.8428161111147334,2.1032644954805457
2.0189214050096567,2.2951768628269917
2.289368820634003,1.9651523905889277
2.64157940842385,0.745948587065837
2.6856057318975806,1.1607980486902505
2.7988162779728887,0.8472635015375014
2.8239741771007347,0.7555845652077365
2.9120268240481963,1.3045932030039247
2.9246057736121194,1.066442184326429
3.270526886620005,0.6769440351326204
3.3145532100937354,0.5791663372746325
3.528395352680428,0.1333746110430174
3.5975795752820052,0.17123457206931042
3.7611059196130054,0.1961103997707065
3.7736848691769285,-0.0720158392505772
3.918342789162044,0.11811016789833428
4.10702703262089,0.4666727847350205
4.10702703262089,0.31561051330629875
4.125895456966775,0.21494492477173288
4.1887902047863905,0.050313050985517124
4.333448124771506,0.10614753740487705
4.541000792576237,0.05713164122799944
4.572448166486045,-0.057251575758242024
4.622763964741737,0.4492337400506088
4.641632389087622,-0.336119849248448
4.9372377038398145,-0.03823668296168822
5.125921947298661,0.09524973350716821
5.157369321208469,0.31302893852316793
5.258000917719854,-0.23125655559024344
5.308316715975546,0.02493584463284343
5.415237787268892,0.4187185456031869
5.4466851611787,0.16572723259583194
5.509579908998315,0.26609198400643674
5.6102115055097,0.6694398152185081
5.949843143735624,0.8923833385121192
5.968711568081509,1.265868967450209
5.968711568081509,0.6648391656288741
